ID,accbu_text,accbu_inperson,accbu_phone,accbu_sm,accbu_friend,accbu_smstatus,bu_phone2,bu_inperson2,bu_text2,bu_sm2,bu_email2,bu_fbstatus2,bu_smstatus2,bu_image2,bu_drift2,bu_other2,bu_never2,dump_phone2,dump_inperson2,dump_text2,Sex,Sexuality2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,Child_Gen2,Child_Age,Household_Size
792,5.0,10.0,8.0,3.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
793,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
795,7.0,1.0,2.0,9.0,5.0,10.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,15.0,9.0
796,8.0,10.0,1.0,4.0,10.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
798,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
799,2.0,10.0,5.0,3.0,1.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
800,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
801,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
804,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
805,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,1.0
806,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
807,1.0,10.0,8.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
808,1.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Rent,Yes,Female,13.0,4.0
810,9.0,10.0,10.0,8.0,3.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,No,Female,16.0,4.0
811,3.0,1.0,2.0,4.0,5.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Neither,Yes,Female,14.0,5.0
812,9.0,1.0,3.0,8.0,5.0,10.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,17.0,6.0
813,1.0,10.0,5.0,1.0,1.0,1.0,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,2,Straight,,Metro,Rent,Yes,Male,16.0,4.0
814,3.0,2.0,3.0,4.0,5.0,7.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,4.0
815,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Neither,Yes,,,3.0
816,5.0,10.0,8.0,1.0,3.0,3.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Rent,Yes,Female,15.0,4.0
817,1.0,10.0,8.0,2.0,2.0,2.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
818,2.0,5.0,1.0,1.0,4.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,No,Female,17.0,4.0
819,4.0,10.0,9.0,3.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
820,3.0,10.0,5.0,2.0,4.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Own,Yes,Male,13.0,4.0
821,9.0,10.0,10.0,7.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Neither,Yes,Female,16.0,4.0
822,2.0,10.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
824,9.0,10.0,7.0,10.0,8.0,6.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Rent,Yes,Female,15.0,1.0
825,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
826,1.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
827,6.0,1.0,5.0,7.0,10.0,8.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,3.0
828,1.0,10.0,5.0,1.0,2.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
829,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,6.0
830,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
831,3.0,1.0,2.0,4.0,5.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
832,5.0,1.0,1.0,10.0,5.0,5.0,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,13.0,3.0
833,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,5.0
834,1.0,10.0,4.0,1.0,1.0,1.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
835,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,3.0
836,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,5.0
837,1.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,14.0,5.0
838,5.0,1.0,3.0,2.0,6.0,4.0,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,2,Straight,No,Non-metro,Own,Yes,Male,17.0,4.0
841,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
842,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,9.0
843,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
845,10.0,1.0,10.0,10.0,1.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
846,7.0,1.0,1.0,6.0,7.0,7.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,13.0,5.0
848,10.0,10.0,10.0,1.0,10.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
849,1.0,10.0,4.0,1.0,1.0,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,1,Straight,No,Metro,Own,Yes,Female,14.0,5.0
850,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,2.0
851,2.0,-1.0,1.0,5.0,5.0,2.0,,,,,,,,,,,,,,, ,Bisexual,No,Metro,Own,Yes,Female,13.0,5.0
852,1.0,10.0,7.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
853,10.0,1.0,4.0,10.0,10.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
854,3.0,8.0,6.0,1.0,2.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Gay or Lesbian,No,Non-metro,Own,Yes,Female,13.0,3.0
855,1.0,10.0,3.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Rent,Yes,Male,14.0,3.0
856,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
857,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
858,1.0,10.0,5.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Neither,Yes,Male,17.0,4.0
859,1.0,10.0,4.0,1.0,1.0,1.0,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,2,Straight,No,Metro,Own,Yes,Female,13.0,4.0
860,1.0,10.0,5.0,1.0,1.0,2.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,Straight,No,Metro,Rent,Yes,Female,17.0,5.0
861,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
862,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
864,1.0,9.0,8.0,1.0,1.0,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,2,Straight,No,Metro,Rent,Yes,Female,15.0,4.0
865,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,2.0
866,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
867,1.0,9.0,1.0,5.0,6.0,3.0,,,,,,,,,,,,,,, ,,No,Metro,Rent,No,Male,13.0,5.0
869,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
870,9.0,10.0,7.0,3.0,-1.0,4.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
871,1.0,10.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
872,3.0,10.0,4.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Bisexual,No,Metro,Own,Yes,Female,13.0,2.0
873,3.0,9.0,8.0,1.0,2.0,4.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,15.0,3.0
874,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
875,8.0,10.0,9.0,6.0,7.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
876,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
877,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
878,1.0,10.0,1.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Male,17.0,3.0
879,5.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
881,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
883,5.0,10.0,7.0,3.0,4.0,1.0,,,,,,,,,,,,,,, ,Bisexual,No,Non-metro,Own,Yes,Male,16.0,4.0
884,1.0,10.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,No,Female,13.0,6.0
885,4.0,10.0,9.0,5.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
886,1.0,10.0,3.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,1,Something else,Yes,Metro,Own,Yes,Female,15.0,3.0
887,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,Male,13.0,5.0
888,1.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,2.0
889,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
891,3.0,10.0,7.0,2.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,2.0
893,1.0,10.0,9.0,1.0,6.0,7.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Straight,No,Metro,Own,Yes,Male,17.0,4.0
894,5.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
895,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
896,-1.0,10.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,3.0
897,1.0,5.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,5.0
898,8.0,10.0,8.0,8.0,6.0,8.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Own,Yes,Male,17.0,9.0
899,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,1.0
900,4.0,10.0,10.0,3.0,6.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
901,10.0,10.0,10.0,1.0,1.0,10.0,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,2,Straight,No,Non-metro,Rent,Yes,Male,15.0,5.0
902,3.0,10.0,5.0,2.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,8.0
904,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
905,5.0,9.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
906,9.0,10.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
907,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
908,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,Male,16.0,8.0
909,1.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,13.0,3.0
910,4.0,1.0,3.0,5.0,2.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,16.0,7.0
911,5.0,10.0,10.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
912,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
913,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,Yes,Non-metro,Rent,No,Male,16.0,3.0
914,1.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
917,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,Female,14.0,4.0
918,1.0,3.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,6.0
919,1.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
920,1.0,10.0,8.0,7.0,3.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
921,4.0,10.0,4.0,1.0,1.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
922,6.0,9.0,8.0,2.0,5.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
923,9.0,10.0,9.0,5.0,9.0,6.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1,Straight,No,Metro,Own,Yes,Male,17.0,4.0
924,7.0,10.0,8.0,1.0,4.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
925,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,2.0
926,1.0,10.0,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,16.0,7.0
927,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
928,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
929,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
931,1.0,10.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
933,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
936,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
937,1.0,10.0,8.0,1.0,1.0,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
938,5.0,10.0,6.0,8.0,2.0,1.0,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
939,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,15.0,6.0
941,1.0,10.0,5.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
942,5.0,10.0,7.0,8.0,6.0,8.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Rent,No,Male,16.0,6.0
943,1.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
944,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,No,Male,16.0,5.0
945,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
946,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,,Metro,Own,Yes,Female,15.0,4.0
947,1.0,10.0,5.0,1.0,3.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,1,Straight,No,Metro,Rent,Yes,Female,16.0,6.0
948,2.0,10.0,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,7.0
949,7.0,10.0,10.0,1.0,1.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
950,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
951,1.0,9.0,7.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,1,Straight,No,Metro,Own,Yes,Male,17.0,4.0
952,9.0,10.0,6.0,3.0,1.0,8.0,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,1,Straight,No,Metro,Own,Yes,Male,16.0,6.0
953,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,,Non-metro,Own,Yes,Male,13.0,5.0
954,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
955,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,No,,,3.0
957,3.0,10.0,5.0,2.0,1.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Neither,Yes,Female,17.0,3.0
958,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,4.0
959,3.0,1.0,2.0,6.0,4.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
960,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,6.0
961,5.0,10.0,6.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
962,8.0,10.0,9.0,4.0,5.0,4.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,-1,Straight,No,Metro,Own,Yes,Female,16.0,3.0
963,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
964,3.0,10.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,17.0,4.0
965,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
966,1.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,10.0
967,2.0,10.0,7.0,1.0,6.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
969,5.0,5.0,5.0,3.0,5.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,2.0
970,1.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
971,2.0,9.0,6.0,1.0,2.0,2.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,1,Straight,No,Metro,Own,Yes,Male,17.0,5.0
972,6.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,5.0
974,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
975,4.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,Yes,Metro,Own,Yes,Female,16.0,9.0
976,1.0,10.0,5.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,1,Straight,No,Metro,Own,Yes,Female,15.0,4.0
977,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
978,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
979,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,2.0
981,4.0,10.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
982,1.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Own,Yes,Male,17.0,3.0
983,3.0,10.0,8.0,1.0,2.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,3,Straight,No,Metro,Own,Yes,Male,16.0,3.0
984,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
985,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,3.0
986,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Neither,No,Female,17.0,6.0
987,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,14.0,3.0
988,1.0,10.0,1.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Straight,No,Metro,Own,Yes,Male,16.0,4.0
989,1.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
990,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,15.0,4.0
991,1.0,10.0,4.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
992,2.0,9.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
993,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
994,1.0,10.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,No,Male,16.0,2.0
995,1.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
996,8.0,10.0,9.0,8.0,7.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,17.0,5.0
997,1.0,10.0,10.0,1.0,5.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,17.0,2.0
999,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1000,1.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1001,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1002,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,13.0,4.0
1003,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,5.0
1004,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1005,10.0,1.0,7.0,10.0,10.0,8.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Rent,Yes,Male,17.0,6.0
1006,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1007,9.0,10.0,8.0,3.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,14.0,2.0
1008,1.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,16.0,5.0
1009,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1010,2.0,10.0,8.0,2.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Rent,No,Male,15.0,3.0
1012,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1013,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,1.0
1015,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,7.0
1016,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
1017,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1018,1.0,10.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,Male,13.0,7.0
1019,4.0,10.0,9.0,1.0,7.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1021,3.0,1.0,2.0,6.0,4.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,6.0
1022,7.0,10.0,9.0,2.0,5.0,5.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1023,3.0,1.0,2.0,10.0,4.0,9.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,5.0
1024,1.0,10.0,4.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1026,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,5.0
1027,1.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
1028,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1029,1.0,10.0,3.0,1.0,2.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,1,Straight,No,Non-metro,Own,Yes,Male,17.0,5.0
1030,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
