Unnamed: 0,parent_knowledge_status,parentcontrol,sexualexperience,serious_relationship,notserious_relationship,meeting_online_experience,online_and_never_met,socialmedia_interested_interactedsm,socialmedia_interested_friendedsm,interested_friendedsm,interested_text,interested_video,interested_music,interested_sexypics,interested_inperson,interested_other,search_information_current,friended_setup,search_information_past,askout_text,askout_inperson,askout_phone,askout_dm,askout_friendasked,askout_wait,askout_other,shared_passwords,time_outsideschoool,time_phone,time_text,time_online,time_videochat,time_email,time_socialmediapost,time_messagingapps,shareonline_location,shareonline_activity,shareonline_thoughts,shareonline_friends,shareonline_school,shareonline_health,shareonline_family,shareonline_politics,shareonline_religion,shareonline_funny,pparent_knowledge_status
525, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
527,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
528, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,do_not_limit,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
531,2,,no,,,,,1,no,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
532,1,limit_time,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
533, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,2,,no,,,,,1,yes,no,no,no,no,no,no,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
535,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
536, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
540,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
541,1,do_not_limit,yes,yes,,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,less_often,less_often,every_few_days,every_few_days,less_often,everyday,,no,yes,yes,,yes,no,no,no,no,yes,yes
542, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1,do_not_limit,no,,,,,1,yes,yes,yes,no,yes,no,yes,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
544,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
545, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,2,,no,,,,, ,,no,yes,no,no,yes,no,no,yes,,,no,no,no,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,no
548,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
549,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
550, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
552,1,do_not_limit,yes,yes,,none,,1,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,less_often,less_often,never,never,never,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
553, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,2,,no,,,,,2,yes,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
555,1,do_not_limit,yes,no,no,none,,1,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,every_few_days,less_often,less_often,every_few_days,less_often,less_often,less_often,less_often,yes,yes,yes,,yes,no,yes,no,no,yes,yes
556,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,every_few_days,never,every_few_days,never,never,every_few_days,yes,yes,no,,yes,yes,no,no,no,yes,no
557, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
560,2,,yes,no,no,none,,1,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,everyday,never,everyday,every_few_days,less_often,never,less_often,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
561,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
562, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
564,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
565, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1,do_not_limit,yes,no,yes,none,,1,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,every_few_days,less_often,every_few_days,every_few_days,never,never,less_often,never,yes,yes,yes,,yes,yes,no,no,no,yes,yes
567, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,yes,yes,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
569,1,limit_time,yes,yes,,none,, ,,no,no,no,no,no,no,no,no,,no,no,yes,no,no,yes,no,no,no,less_often,everyday,everyday,never,everyday,never,,never,no,yes,yes,,yes,no,yes,no,no,no,yes
570,1,do_not_limit,yes,no,no,none,,1,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,every_few_days,every_few_days,everyday,less_often,less_often,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
571,3,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
572,2,,no,,,,, ,,yes,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
573,1,do_not_limit,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,never,never,everyday,never,never,never,never,never,yes,yes,no,,no,no,yes,no,yes,yes,yes
574,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,never,never,never,every_few_days,less_often,never,never,every_few_days,no,no,yes,,yes,no,yes,no,no,yes,no
575,1,limit_time,yes,yes,,none,,2,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,every_few_days,less_often,every_few_days,never,never,never,less_often,never,no,no,no,,yes,no,no,no,no,yes,yes
576,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
577, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
582, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1,do_not_limit,yes,yes,,none,,1,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,everyday,never,every_few_days,never,never,never,never,never,yes,yes,no,,no,no,no,no,no,yes,yes
584,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
585, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2,,yes,no,no,none,,1,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,everyday,everyday,everyday,every_few_days,every_few_days,everyday,less_often,less_often,no,yes,yes,,yes,no,yes,no,no,yes,no
587,3,,yes,no,no,none,,1,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,never,less_often,everyday,every_few_days,never,never,every_few_days,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,not_sure
588, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2,,yes,no,no,one,no,2,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,never,never,never,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
591,2,,no,,,,,1,yes,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
592, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
596,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
597, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1,limit_time,,,,,,-1,,,,,,,,,,,,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
599, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2,,yes,no,no,none,,2,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,everyday,everyday,everyday,everyday,less_often,never,everyday,never,yes,yes,yes,,yes,yes,yes,no,yes,yes,no
602, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,no,,yes,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
606, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2,,no,,,,,1,no,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
608,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
609,3,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
610, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
613,2,,no,,,,, ,,yes,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
614,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
615,1,limit_time,yes,yes,,2-5,yes,1,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,less_often,less_often,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,less_often,yes,yes,yes,,no,no,no,no,no,yes,yes
616,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
617, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
619,1,limit_time,no,,,,,2,yes,no,no,no,no,yes,yes,no,yes,yes,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,yes
620, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
623, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,everyday,less_often,less_often,less_often,less_often,yes,yes,yes,,yes,no,yes,no,no,yes,no
625,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
626, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
628, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2,,yes,no,no,none,, ,,yes,no,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,less_often,never,never,,never,no,no,no,,no,no,no,no,no,no,no
634,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
635,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
636,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,yes,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
637,3,,yes,yes,,none,,1,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,every_few_days,everyday,everyday,everyday,never,everyday,everyday,never,yes,yes,yes,,yes,yes,yes,no,yes,yes,not_sure
638,1,limit_time,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,every_few_days,every_few_days,everyday,every_few_days,never,never,less_often,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes
639,1,limit_time,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,yes,yes,no,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,yes
640, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,less_often,every_few_days,everyday,less_often,never,never,less_often,everyday,yes,yes,yes,,no,no,yes,no,no,yes,no
642,2,,yes,no,no,none,,1,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,everyday,everyday,never,never,never,every_few_days,never,no,no,yes,,no,no,no,no,no,yes,no
643,3,,no,,,,, ,,no,no,no,no,no,no,no,,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,not_sure
644,1,do_not_limit,no,,,,,1,yes,yes,yes,yes,no,no,yes,no,yes,no,,yes,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
645,2,,yes,yes,,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,everyday,every_few_days,everyday,everyday,less_often,less_often,everyday,less_often,yes,yes,yes,,yes,yes,yes,yes,no,yes,no
646,2,,no,,,,,1,yes,yes,yes,no,yes,no,yes,no,yes,yes,,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
647,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
648,1,do_not_limit,yes,yes,,none,,2,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,everyday,everyday,everyday,less_often,less_often,less_often,less_often,less_often,yes,yes,yes,,yes,no,yes,no,no,yes,yes
649, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1,limit_time,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
651,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
652,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,less_often,every_few_days,everyday,every_few_days,less_often,never,every_few_days,less_often,yes,yes,yes,,no,no,no,no,no,yes,yes
653,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
654, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
656,2,,yes,no,yes,none,, ,,no,no,no,no,no,yes,no,no,,no,no,no,no,no,yes,no,no,no,never,less_often,never,never,never,never,,,no,yes,no,,no,no,no,no,no,yes,no
657, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,less_often,less_often,never,never,everyday,never,yes,no,yes,,no,no,no,no,no,yes,no
659, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
662,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,less_often,less_often,every_few_days,every_few_days,never,every_few_days,never,everyday,yes,yes,yes,,yes,no,yes,no,no,yes,yes
663, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
667,2,,no,,,,,1,no,yes,no,no,no,no,no,no,no,yes,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
668,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,no,yes,,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
669,2,,yes,no,no,none,, ,,yes,no,no,no,no,no,yes,yes,,yes,no,no,no,no,no,no,yes,yes,never,never,never,never,never,never,,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
670, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,2,,no,,,,,1,yes,yes,no,no,no,yes,yes,no,yes,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
672,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
673,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
674,2,,yes,no,no,2-5,no, ,,yes,yes,no,yes,no,yes,no,no,,no,no,no,no,no,no,yes,no,no,never,never,never,never,never,never,,never,yes,yes,yes,,no,yes,yes,no,no,yes,no
675,2,,yes,no,no,none,, ,,no,yes,no,no,no,yes,no,no,,no,yes,yes,no,no,yes,no,no,no,less_often,everyday,everyday,never,never,never,,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
676, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,2,,yes,no,no,none,,1,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,every_few_days,less_often,everyday,less_often,everyday,yes,yes,yes,,yes,no,no,no,no,yes,no
679,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,everyday,every_few_days,everyday,never,less_often,never,every_few_days,,yes,yes,yes,,no,no,no,no,no,yes,no
680,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,every_few_days,everyday,everyday,less_often,never,never,everyday,never,yes,yes,yes,,yes,yes,yes,no,no,yes,no
681,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
682,2,,yes,no,no,none,, ,,no,no,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,no
683,1,limit_time,yes,no,yes,one,yes,1,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,every_few_days,every_few_days,everyday,everyday,never,never,never,never,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
684,2,,no,,,,,2,no,no,yes,no,no,no,yes,no,yes,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
685, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
687, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,everyday,everyday,everyday,everyday,never,everyday,every_few_days,everyday,yes,yes,yes,,yes,no,yes,no,no,yes,yes
689,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
690,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,every_few_days,less_often,everyday,everyday,every_few_days,never,everyday,every_few_days,yes,yes,yes,,yes,no,yes,no,no,yes,no
691,2,,yes,no,no,none,,2,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,less_often,less_often,every_few_days,never,never,less_often,never,never,yes,yes,yes,,yes,no,no,no,no,yes,no
692, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,2,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
694,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
695, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1,limit_time,yes,yes,,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,every_few_days,every_few_days,every_few_days,less_often,never,never,every_few_days,every_few_days,no,yes,yes,,yes,no,no,no,no,yes,yes
697,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
698, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,2,,no,,,,,2,yes,no,yes,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
700,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
701,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,yes,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
702,1,limit_time,yes,no,no,none,, ,,yes,yes,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,every_few_days,never,every_few_days,never,,never,yes,yes,yes,,yes,yes,yes,yes,no,yes,yes
703,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
704,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
705, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
707,1,do_not_limit,yes,yes,,one,no,2,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,everyday,everyday,everyday,everyday,every_few_days,everyday,every_few_days,never,yes,yes,yes,,yes,no,yes,no,no,yes,yes
